Start
Coeffs float:
b0_a0: 1.000000 | b1_a0: 0.000000 | b2_a0: 0.000000 | a1_a0: 0.000000 | a2_a0: 0.000000
Coeffs int:
b0_a0: 1 | b1_a0: 0 | b2_a0: 0 | a1_a0: 0 | a2_a0: 0
0.923880 | 0.923880 | 1
0.965926 | 0.965926 | 1
0.991445 | 0.991445 | 1
1.000000 | 1.000000 | 1
0.991445 | 0.991445 | 1
0.965926 | 0.965926 | 1
0.923880 | 0.923880 | 1
0.866025 | 0.866025 | 1
0.793353 | 0.793353 | 1
0.707107 | 0.707107 | 1
0.608761 | 0.608761 | 1
0.500000 | 0.500000 | 1
0.382683 | 0.382683 | 1
0.258819 | 0.258819 | 1
0.130526 | 0.130526 | 1
0.000000 | 0.000000 | 1
-0.130526 | -0.130526 | 1
-0.258819 | -0.258819 | 1
-0.382683 | -0.382683 | 1
-0.500000 | -0.500000 | 1
-0.608761 | -0.608761 | 1
-0.707107 | -0.707107 | 1
-0.793353 | -0.793353 | 1
-0.866025 | -0.866025 | 1
